Nationality,Department,Program,Applications 2019,Offers 2019,Entrances 2019,Applications 2020,Offers 2020,Entrances 2020,Applications 2021,Offers 2021,Entrances 2021,Applications 2022,Offers 2022,Entrances 2022
,International UG Degree * 0 0 0 0,0 0 0,0 0 0,0 * *,0,,,,,,,,,
,Relations PG Taught 12 * * 12 *,* * 0,0 * *,0 6 *,0,,,,,,,,,
,Law School UG Degree 9 0 0 8 0,0 * 0,0 9 *,0 6 0,0,,,,,,,,,
,PG Taught 21 * * 17 *,0 9 *,* 9 0,0 7 *,0,,,,,,,,,
,Management UG Degree * 0 0 * 0,0 * *,* * 0,0 6 *,*,,,,,,,,,
,PG Taught 27 7 * 17 *,* 15 *,* 15 *,0 14 *,0,,,,,,,,,
,Mathematics UG Degree 0 0 0 * 0,0 0 0,0 * 0,0 * 0,0,,,,,,,,,
,PG Taught 5 * 0 * *,0 * *,0 * 0,0 * 0,0,,,,,,,,,
,Media and C.. PG Taught 24 9 * 13 8,* 13 8,* 10 *,0 10 *,*,,,,,,,,,
,Methodology PG Taught 0 0 0 * 0,0 * 0,0 0 0,0 * 0,0,,,,,,,,,
,"Philosophy, UG Degree * 0 0 * 0",0 6 0,0 * *,* * *,0,,,,,,,,,
,Logic and S.. PG Taught 7 * * 5 *,0 * *,0 * *,0 0 0,0,,,,,,,,,
,Psychological UG Degree * 0 0 * 0,0 0 0,0 * 0,0 * *,0,,,,,,,,,
,and Behavio.. PG Taught 9 * * 6 0,0 13 *,* 7 *,0 9 *,*,,,,,,,,,
South African School of Pu.. PG Taught,,0 5 *,* * *,0 * *,*,,,* * *,,5 *,,,,
,,0 * 0,0 * 0,0 0 0,0,,,0 0 0,,Social Policy UG Degree * 0,,,,
,,0 * *,0 * 0,0 * *,0,,,0 * *,,PG Taught * 0,,,,
,,0 0 0,0 * 0,0 * 0,0,,,0 * 0,,Sociology UG Degree 0 0,,,,
,,0 13 *,* 7 *,* 16 *,*,,,* 5 0,,PG Taught 13 5,,,,
,,* 7 0,* 8 *,* 9 *,0,,,0 10 *,,Statistics UG Degree * 0,,,,
,,* 0 0,0 * 0,0 * 0,0,,,* 6 *,,PG Taught 8 *,,,,
South Korean Accounting,,0 13 *,* 11 0,0 16 *,*,,,* 14 *,,UG Degree 17 *,,,,
,,* 8 *,* 12 7,* 9 *,*,,,* 10 *,,PG Taught 13 *,,,,
,,* 5 *,* 6 *,0 9 *,0,,,* * *,,Anthropology UG Degree 6 *,,,,
,,* * *,0 5 *,* * *,*,,,0 5 *,,PG Taught * 0,,,,
,,0 10 *,* 12 0,* 11 *,0,,,0 7 0,,Economic UG Degree 6 0,,,,
,,* 6 5,* * *,0 * *,*,,,* * *,,History PG Taught * *,,,,
,,* 66 6,* 67 7,7 40 *,0,,,* 67 10,,Economics UG Degree 59 9,,,,
,,6 19 *,* 25 8,* 15 9,*,,,5 28 12,,PG Taught 39 9,,,,
,,0 6 *,* * 0,0 * *,*,,,* 5 *,,European In.. PG Taught 6 *,,,,
,,0 5 0,0 10 *,* 9 0,0,,,* 5 0,,Finance UG Degree 5 *,,,,
,,* 38 6,* 16 *,0 27 *,*,,,* 17 *,,PG Taught 24 5,,,,
,,0 6 *,* 9 *,* 5 *,*,,,* * *,,Gender Stud.. PG Taught 19 5,,,,
,,0 6 0,0 7 *,0 22 *,0,,,* 6 *,,Geography UG Degree 10 *,,,,
,,* 43 13,7 50 15,9 46 11,*,,,6 31 14,,and Environ.. PG Taught 38 9,,,,
,,* 33 *,* 30 7,* 22 *,*,,,* 31 5,,Government UG Degree 43 7,,,,
,,* 14 *,* 12 *,* 12 *,*,,,* 25 8,,PG Taught 28 *,,,,
,,* 9 8,* 6 *,* * *,*,,,8 13 9,,Health Policy PG Taught 32 18,,,,
,,14 44 21,9 32 12,7 35 16,10,,,8 54 22,,International.. PG Taught 52 12,,,,
,,* 11 *,0 10 5,* 9 5,*,,,* 6 *,,International UG Degree 11 5,,,,
,,* * *,* 5 *,* 9 6,5,,,5 * *,,History PG Taught 7 5,,,,
,,0 11 *,* 14 5,* 17 *,*,,,* 12 *,,International UG Degree 15 5,,,,
,,* 25 10,8 23 6,* 16 *,5,,,6 37 13,,Relations PG Taught 32 10,,,,
,,* * *,0 * *,0 5 *,0,,,0 7 *,,Language C.. UG Degree 11 *,,,,
,,* 22 *,0 16 6,* 24 6,*,,,* 14 *,,Law School UG Degree 34 6,,,,
,,* 11 *,* 12 *,* 8 *,*,,,9 18 *,,PG Taught 24 11,,,,
,,7 53 6,* 58 5,5 35 *,*,,,* 40 11,,Management UG Degree 40 5,,,,
,,* 35 18,11 54 16,9 36 11,8,,,6 54 13,,PG Taught 41 10,,,,
,,* 25 5,* 24 *,* 29 6,*,,,* 19 *,,Mathematics UG Degree 18 *,,,,
,,0 7 0,0 * 0,0 8 *,0,,,* 5 *,,PG Taught 10 *,,,,
,,8 33 13,8 28 7,* 21 5,*,,,9 29 10,,Media and C.. PG Taught 43 21,,,,
,,0 13 *,* 15 *,* 8 *,*,,,0 10 *,,Methodology PG Taught 15 0,,,,
,,* 23 *,0 23 *,* 15 *,0,,,0 22 6,,"Philosophy, UG Degree 23 *",,,,
,,* * *,* * 0,0 * *,*,,,0 8 *,,Logic and S.. PG Taught * *,,,,
,,0 11 *,0 12 *,0 17 *,0,,,0 10 *,,Psychological UG Degree * *,,,,
,,0 6 *,* 12 *,* 11 *,*,,,* * 0,,and Behavio.. PG Taught 12 *,,,,
,,* 16 11,5 22 13,9 17 12,5,,,8 13 9,,School of Pu.. PG Taught 23 15,,,,
,,* 17 *,* 24 *,0 23 *,*,,,* 15 *,,Social Policy UG Degree 16 *,,,,
,,* 14 5,* 9 5,* 14 *,*,,,* 20 7,,PG Taught 30 7,,,,
,,0 11 *,* * 0,0 8 0,0,,,0 * *,,Sociology UG Degree * *,,,,
,,6 16 5,* 13 *,* 10 6,*,,,0 24 15,,PG Taught 21 6,,,,
,,* 25 *,* 32 *,* 17 *,*,,,0 17 *,,Statistics UG Degree 12 *,,,,
,,* 16 *,0 13 *,0 17 *,*,,,0 24 *,,PG Taught 18 *,,,,
South,,0 0 0,0 * 0,0 * 0,0,,,0 0 0,,Accounting PG Taught 0 0,,,,
Sudanese,,0 0 0,0 0 0,0 * 0,0,,,0 0 0,,Economics PG Taught 0 0,,,,
South,European In.. PG Taught 0 0 0 0 0,0 * 0,0 0 0,0 0 0,0,,,,,,,,,
Sudanese,,,,,,,,,,,,,,
,Finance PG Taught * 0 0 0 0,0 * 0,0 0 0,0 * 0,0,,,,,,,,,
,Gender Stud.. PG Taught 0 0 0 0 0,0 * 0,0 0 0,0 0 0,0,,,,,,,,,
,Geography .. PG Taught 0 0 0 0 0,0 0 0,0 * 0,0 0 0,0,,,,,,,,,
,Government PG Taught 0 0 0 0 0,0 * 0,0 0 0,0 0 0,0,,,,,,,,,
,Health Policy PG Taught * * * * *,0 * *,* * *,* * 0,0,,,,,,,,,
,International.. PG Taught * * 0 * 0,0 * 0,0 * *,0 * 0,0,,,,,,,,,
,International.. PG Taught 0 0 0 0 0,0 0 0,0 0 0,0 * 0,0,,,,,,,,,
,Law School UG Degree 0 0 0 0 0,0 * 0,0 0 0,0 0 0,0,,,,,,,,,
,PG Taught * 0 0 0 0,0 0 0,0 0 0,0 0 0,0,,,,,,,,,
,Management PG Taught 0 0 0 0 0,0 0 0,0 0 0,0 * 0,0,,,,,,,,,
,Mathematics PG Taught 0 0 0 0 0,0 0 0,0 * 0,0 0 0,0,,,,,,,,,
,Media and C.. PG Taught 0 0 0 0 0,0 * *,0 * *,* 0 0,0,,,,,,,,,
,Methodology PG Taught 0 0 0 0 0,0 0 0,0 * 0,0 0 0,0,,,,,,,,,
,School of Pu.. PG Taught * * 0 0 0,0 * *,0 * *,0 0 0,0,,,,,,,,,
Spanish,Accounting UG Degree 11 * * 14 *,* 16 *,0 12 *,* 26 *,*,,,,,,,,,
,PG Taught * 0 0 * 0,0 10 *,* 6 *,* * *,*,,,,,,,,,
,Anthropology UG Degree 6 0 0 13 *,* * 0,0 8 0,0 6 0,0,,,,,,,,,
,PG Taught * * 0 6 5,* * *,* * *,* * *,0,,,,,,,,,
,Economic UG Degree 6 0 * 7 0,0 12 0,0 9 0,0 11 *,*,,,,,,,,,
,History PG Taught * * * 7 *,* 5 *,* * *,0 9 *,*,,,,,,,,,
,Economics UG Degree 46 * 0 49 *,0 58 *,* 40 *,* 48 *,*,,,,,,,,,
,PG Taught 17 6 6 36 17,8 32 8,* 23 8,* 15 8,*,,,,,,,,,
,European In.. PG Taught 21 11 6 32 20,13 20 12,8 21 14,11 24 13,7,,,,,,,,,
,Finance UG Degree 6 * * 10 *,* 14 0,0 15 *,* 15 *,0,,,,,,,,,
,PG Taught 25 5 * 28 *,* 34 7,* 26 6,* 29 *,*,,,,,,,,,
,Gender Stud.. PG Taught * 0 0 20 11,6 12 8,5 * *,* * *,*,,,,,,,,,
,Geography UG Degree 12 * * 9 5,* 11 *,* 8 *,0 8 *,0,,,,,,,,,
,and Environ.. PG Taught 15 5 5 22 9,* 22 8,* 33 15,10 20 7,7,,,,,,,,,
,Government UG Degree 48 * 0 59 *,* 59 *,* 40 *,* 41 5,*,,,,,,,,,
,PG Taught 22 5 * 30 8,* 21 6,* 23 10,6 13 9,*,,,,,,,,,
,Health Policy PG Taught * * * * *,* * *,* * *,* 6 *,*,,,,,,,,,
,International.. PG Taught 28 * * 27 12,8 21 8,7 25 10,11 32 13,9,,,,,,,,,
,International UG Degree 12 * * 7 5,* 7 *,0 17 *,0 9 *,0,,,,,,,,,
,History PG Taught 9 * * 6 *,* 5 *,0 * *,* 7 5,*,,,,,,,,,
,International UG Degree 30 * 0 28 *,* 19 *,0 9 0,0 19 *,*,,,,,,,,,
,Relations PG Taught 26 8 6 16 5,6 18 5,* 13 *,* 15 7,5,,,,,,,,,
,Language C.. UG Degree 9 * * 8 *,* 5 *,* 7 *,0 * 0,0,,,,,,,,,
,Law School UG Degree 18 * * 16 *,* 26 *,0 20 *,0 22 *,0,,,,,,,,,
,PG Taught 25 5 * 17 8,5 12 *,* 20 6,* 13 5,*,,,,,,,,,
,Management UG Degree 43 7 * 40 7,5 61 *,* 66 5,* 35 *,*,,,,,,,,,
,PG Taught 40 11 6 37 8,6 31 9,* 30 9,5 28 7,*,,,,,,,,,
,Mathematics UG Degree 20 * * 29 7,* 22 *,* 23 *,* 22 *,0,,,,,,,,,
,PG Taught * 0 0 13 *,* 11 5,* 10 *,0 13 6,*,,,,,,,,,
,Media and C.. PG Taught 11 * * 16 5,* 6 *,0 8 5,* 6 *,*,,,,,,,,,
,Methodology PG Taught 8 * * 6 *,0 5 *,* 11 *,* * *,*,,,,,,,,,
,"Philosophy, UG Degree 26 5 * 28 *",* 44 *,* 28 *,* 25 0,0,,,,,,,,,
,Logic and S.. PG Taught 8 * * 7 *,* 7 *,0 10 5,* * *,*,,,,,,,,,
,Psychological UG Degree 5 * 0 * *,0 6 0,0 5 *,* 7 *,*,,,,,,,,,
,and Behavio.. PG Taught * 0 0 11 *,* 8 *,* 7 *,* * *,*,,,,,,,,,
,School of Pu.. PG Taught 6 * * 8 *,* 12 9,* 10 *,* 5 *,*,,,,,,,,,
Spanish,Social Policy UG Degree 14 * * 9 *,* 12 0,0 11 0,0 8 *,*,,,,,,,,,
,PG Taught 15 * * 8 *,* 14 7,* * 0,0 * *,*,,,,,,,,,
,Sociology UG Degree 5 * * * 0,0 0 0,0 * *,* 5 *,0,,,,,,,,,
,PG Taught 21 9 7 22 10,8 17 9,5 15 8,* 15 5,*,,,,,,,,,
,Statistics UG Degree 12 * * 13 *,* 25 *,* 18 *,* 21 *,*,,,,,,,,,
,PG Taught * * 0 13 6,* 17 *,* 10 *,* 5 0,0,,,,,,,,,
Sri Lankan,Accounting UG Degree * 0 0 * 0,0 * 0,0 6 *,0 0 0,0,,,,,,,,,
,PG Taught 6 * * * 0,0 * 0,0 * *,0 0 0,0,,,,,,,,,
,Anthropology UG Degree 0 0 0 * *,* 0 0,0 0 0,0 0 0,0,,,,,,,,,
,Economic UG Degree 0 0 0 * 0,0 0 0,0 * *,* * *,0,,,,,,,,,
,History PG Taught * * * 0 0,0 * *,0 * *,0 0 0,0,,,,,,,,,
,Economics UG Degree 8 0 0 7 *,0 14 *,* 15 0,0 * 0,0,,,,,,,,,
,PG Taught * * 0 * *,0 * *,0 * *,0 * *,0,,,,,,,,,
,European In.. PG Taught * * 0 0 0,0 0 0,0 0 0,0 0 0,0,,,,,,,,,
,Finance UG Degree * 0 0 0 0,0 * 0,0 * *,* * 0,0,,,,,,,,,
,PG Taught * 0 0 6 *,0 7 0,0 * 0,0 * 0,0,,,,,,,,,
,Gender Stud.. PG Taught * 0 0 * 0,0 * 0,0 * *,0 * *,0,,,,,,,,,
,Geography UG Degree * * * 0 0,0 0 0,0 * 0,0 * *,*,,,,,,,,,
,and Environ.. PG Taught * * 0 * 0,0 * *,* * *,0 * *,0,,,,,,,,,
,Government UG Degree * 0 0 * *,* * *,* * *,* * *,*,,,,,,,,,
,PG Taught 6 * 0 * 0,0 * 0,0 0 0,0 * 0,0,,,,,,,,,
,Health Policy PG Taught 0 0 0 * *,* 0 0,0 * *,* * *,0,,,,,,,,,
,International.. PG Taught * 0 0 7 *,0 * *,* 9 *,* * *,0,,,,,,,,,
,International.. UG Degree * 0 0 * *,* 0 0,0 * 0,0 * 0,0,,,,,,,,,
,International UG Degree * 0 0 * 0,0 * *,* * 0,0 * 0,0,,,,,,,,,
,Relations PG Taught * 0 0 * *,* * *,0 * 0,0 * 0,0,,,,,,,,,
,Law School UG Degree * 0 0 7 *,0 7 *,0 10 0,0 * 0,0,,,,,,,,,
,PG Taught * * 0 * 0,0 6 *,* 6 *,0 9 5,0,,,,,,,,,
,Management UG Degree * * * 5 *,* * 0,0 * 0,0 0 0,0,,,,,,,,,
,PG Taught 8 * * 9 *,0 11 *,0 6 *,* * *,0,,,,,,,,,
,Mathematics UG Degree * 0 0 * 0,0 * 0,0 * 0,0 5 *,*,,,,,,,,,
,PG Taught 0 0 0 * 0,0 * 0,0 * 0,0 * *,*,,,,,,,,,
,Media and C.. PG Taught * 0 0 * *,0 * 0,0 * 0,0 * 0,0,,,,,,,,,
,Methodology PG Taught * 0 0 * *,* * *,0 0 0,0 0 0,0,,,,,,,,,
,"Philosophy, UG Degree * * * 0 0",0 0 0,0 * 0,0 * 0,0,,,,,,,,,
,Logic and S.. PG Taught * 0 0 0 0,0 * *,0 * *,* * 0,0,,,,,,,,,
,Psychological UG Degree * 0 0 0 0,0 0 0,0 * 0,0 0 0,0,,,,,,,,,
,and Behavio.. PG Taught * 0 0 * 0,0 * *,0 * 0,0 0 0,0,,,,,,,,,
,School of Pu.. PG Taught 0 0 0 * 0,0 * *,0 0 0,0 * *,*,,,,,,,,,
,Social Policy UG Degree * 0 0 * 0,0 * 0,0 * 0,0 0 0,0,,,,,,,,,
,PG Taught * 0 0 * 0,0 * *,0 6 *,0 0 0,0,,,,,,,,,
,Sociology UG Degree 0 0 0 0 0,0 0 0,0 * *,0 0 0,0,,,,,,,,,
,PG Taught 0 0 0 0 0,0 * 0,0 * *,0 6 *,0,,,,,,,,,
,Statistics UG Degree * * * * *,* * 0,0 * 0,0 * 0,0,,,,,,,,,
,PG Taught 6 * * 5 *,* * 0,0 * 0,0 * 0,0,,,,,,,,,
St Kitts-Nevis,Accounting UG Degree * 0 0 * *,* 0 0,0 0 0,0 * 0,0,,,,,,,,,
,PG Taught * 0 0 0 0,0 0 0,0 0 0,0 0 0,0,,,,,,,,,
,Economic Hi.. UG Degree 0 0 0 * 0,0 0 0,0 0 0,0 0 0,0,,,,,,,,,
,Economics UG Degree * 0 0 0 0,0 0 0,0 0 0,0 0 0,0,,,,,,,,,
,Finance UG Degree 0 0 0 0 0,0 0 0,0 * *,* * 0,0,,,,,,,,,
,PG Taught * 0 0 0 0,0 * 0,0 0 0,0 * 0,0,,,,,,,,,
St Kitts-Nevis Geography ..,PG Taught 0 0 0 0 0,0 0 0,0 * 0,0 * 0,0,,,,,,,,,
,Government UG Degree * * 0 * *,0 0 0,0 * 0,0 0 0,0,,,,,,,,,
,Health Policy PG Taught 0 0 0 0 0,0 0 0,0 0 0,0 * *,*,,,,,,,,,
,International.. PG Taught 0 0 0 0 0,0 0 0,0 * 0,0 0 0,0,,,,,,,,,
,Law School UG Degree * 0 0 * *,* * 0,0 0 0,0 0 0,0,,,,,,,,,
,PG Taught 0 0 0 * 0,0 0 0,0 * *,* * *,0,,,,,,,,,
,Management UG Degree * 0 0 * *,0 0 0,0 0 0,0 * 0,0,,,,,,,,,
,PG Taught * 0 0 0 0,0 0 0,0 * 0,0 7 0,*,,,,,,,,,
,Mathematics UG Degree 0 0 0 0 0,0 0 0,0 * 0,0 0 0,0,,,,,,,,,
,PG Taught 0 0 0 0 0,0 0 0,0 * 0,0 * 0,0,,,,,,,,,
,School of Pu.. PG Taught * 0 0 0 0,0 0 0,0 0 0,0 0 0,0,,,,,,,,,
,Social Policy UG Degree 0 0 0 0 0,0 0 0,0 0 0,0 * 0,0,,,,,,,,,
,PG Taught 0 0 0 0 0,0 * *,0 * *,0 0 0,0,,,,,,,,,
,Sociology UG Degree 0 0 0 0 0,0 0 0,0 0 0,0 * 0,0,,,,,,,,,
,Statistics UG Degree 0 0 0 0 0,0 0 0,0 * *,0 0 0,0,,,,,,,,,
,PG Taught * * 0 0 0,0 0 0,0 * 0,0 0 0,0,,,,,,,,,
St Lucian,Economic Hi.. PG Taught 0 0 0 0 0,0 0 0,0 0 0,0 * *,0,,,,,,,,,
,Economics UG Degree 0 0 0 * 0,0 0 0,0 0 0,0 0 0,0,,,,,,,,,
,PG Taught * 0 0 0 0,0 0 0,0 0 0,0 0 0,0,,,,,,,,,
,Finance PG Taught * 0 0 0 0,0 0 0,0 0 0,0 * 0,0,,,,,,,,,
,Gender Stud.. PG Taught 0 0 0 0 0,0 0 0,0 * 0,0 0 0,0,,,,,,,,,
,Geography .. PG Taught 0 0 0 0 0,0 * *,* 0 0,0 0 0,0,,,,,,,,,
,International.. PG Taught 0 0 0 0 0,0 * *,* 0 0,0 0 0,0,,,,,,,,,
,International.. PG Taught 0 0 0 0 0,0 * 0,0 0 0,0 0 0,0,,,,,,,,,
,Law School UG Degree 0 0 0 0 0,0 * 0,0 * 0,0 0 0,0,,,,,,,,,
,PG Taught * 0 0 0 0,0 0 0,0 0 0,0 0 0,0,,,,,,,,,
,Management UG Degree 0 0 0 0 0,0 0 0,0 0 0,0 * 0,0,,,,,,,,,
,PG Taught 0 0 0 0 0,0 * *,0 0 0,0 0 0,0,,,,,,,,,
,Media and C.. PG Taught * * 0 * *,* 0 0,0 0 0,0 0 0,0,,,,,,,,,
,Psychologic.. UG Degree 0 0 0 0 0,0 0 0,0 0 0,0 * 0,0,,,,,,,,,
,Social Policy PG Taught 0 0 0 0 0,0 0 0,0 * 0,0 0 0,0,,,,,,,,,
,Sociology PG Taught 0 0 0 * *,0 * *,0 * *,0 * 0,0,,,,,,,,,
,Statistics UG Degree * 0 0 0 0,0 0 0,0 0 0,0 0 0,0,,,,,,,,,
St Vincent,Economic Hi.. UG Degree 0 0 0 0 0,0 0 0,0 0 0,0 * 0,0,,,,,,,,,
,Geography .. PG Taught 0 0 0 0 0,0 * *,0 0 0,0 * *,0,,,,,,,,,
,Law School PG Taught * 0 0 0 0,0 0 0,0 * 0,0 0 0,0,,,,,,,,,
,Management PG Taught 0 0 0 0 0,0 * 0,0 0 0,0 * 0,0,,,,,,,,,
,Psychologic.. PG Taught 0 0 0 * *,0 0 0,0 0 0,0 0 0,0,,,,,,,,,
,Social Policy PG Taught 0 0 0 0 0,0 * *,0 0 0,0 0 0,0,,,,,,,,,
Stateless,Anthropology PG Taught 0 0 0 0 0,0 0 0,0 0 0,0 * *,*,,,,,,,,,
,Economics UG Degree 0 0 0 0 0,0 * 0,0 0 0,0 0 0,0,,,,,,,,,
,International.. UG Degree 0 0 0 0 0,0 0 0,0 0 0,0 * 0,0,,,,,,,,,
,International.. PG Taught 0 0 0 0 0,0 0 0,0 0 0,0 * 0,0,,,,,,,,,
,Law School UG Degree 0 0 0 0 0,0 0 0,0 * 0,0 0 0,0,,,,,,,,,
,Sociology PG Taught 0 0 0 0 0,0 * *,0 0 0,0 0 0,0,,,,,,,,,
Sudanese,Accounting UG Degree * 0 0 0 0,0 0 0,0 0 0,0 0 0,0,,,,,,,,,
,Anthropology UG Degree 0 0 0 * *,* 0 0,0 * 0,0 * 0,0,,,,,,,,,
,PG Taught 0 0 0 * 0,0 * *,0 * 0,0 * 0,0,,,,,,,,,
,Economic UG Degree * 0 0 * 0,0 0 0,0 0 0,0 0 0,0,,,,,,,,,
,History PG Taught 0 0 0 * *,0 * *,* 0 0,0 0 0,0,,,,,,,,,
,Economics PG Taught * 0 0 0 0,0 0 0,0 0 0,0 * *,0,,,,,,,,,
Sudanese,Finance PG Taught * 0 0 0 0,0 0 0,0 0 0,0 * 0,0,,,,,,,,,
,Gender Stud.. PG Taught 0 0 0 * 0,0 0 0,0 0 0,0 * 0,0,,,,,,,,,
,Geography UG Degree 0 0 0 0 0,0 0 0,0 * 0,0 * 0,0,,,,,,,,,
,and Environ.. PG Taught 0 0 0 * 0,0 * *,0 5 *,* * 0,0,,,,,,,,,
,Government UG Degree 0 0 0 * *,0 0 0,0 5 0,0 0 0,0,,,,,,,,,
,PG Taught * * 0 * 0,0 * 0,0 * 0,0 * 0,0,,,,,,,,,
,Health Policy PG Taught * * 0 9 5,* 7 5,* 7 *,* * *,*,,,,,,,,,
,International.. PG Taught 5 0 0 * *,0 6 *,0 * *,0 11 *,*,,,,,,,,,
,International.. PG Taught 0 0 0 0 0,0 0 0,0 0 0,0 * 0,0,,,,,,,,,
,International UG Degree * 0 0 0 0,0 0 0,0 0 0,0 0 0,0,,,,,,,,,
,Relations PG Taught * 0 0 0 0,0 0 0,0 * 0,0 * 0,0,,,,,,,,,
,Law School UG Degree * 0 0 * *,* * 0,0 0 0,0 0 0,0,,,,,,,,,
,PG Taught * * 0 * *,0 * *,0 0 0,0 * *,*,,,,,,,,,
,Management UG Degree 0 0 0 * 0,0 0 0,0 0 0,0 * 0,0,,,,,,,,,
,PG Taught 5 * 0 6 *,0 7 5,* * *,* 5 *,0,,,,,,,,,
,Mathematics UG Degree 0 0 0 0 0,0 0 0,0 0 0,0 * 0,0,,,,,,,,,
,PG Taught 0 0 0 0 0,0 0 0,0 0 0,0 * 0,0,,,,,,,,,
,Media and C.. PG Taught 0 0 0 * 0,0 0 0,0 * *,0 * *,0,,,,,,,,,
,Methodology PG Taught 0 0 0 0 0,0 * *,* 0 0,0 * 0,0,,,,,,,,,
,"Philosophy, .. UG Degree 0 0 0 0 0",0 * 0,0 * 0,0 * 0,0,,,,,,,,,
,Psychological UG Degree 0 0 0 0 0,0 * 0,0 0 0,0 0 0,0,,,,,,,,,
,and Behavio.. PG Taught 0 0 0 0 0,0 * 0,0 0 0,0 0 0,0,,,,,,,,,
,School of Pu.. PG Taught 0 0 0 * 0,0 * 0,0 * *,* * *,*,,,,,,,,,
,Social Policy UG Degree * 0 0 0 0,0 0 0,0 0 0,0 0 0,0,,,,,,,,,
,PG Taught 0 0 0 * *,* * 0,0 * *,0 * 0,0,,,,,,,,,
,Sociology UG Degree 0 0 0 0 0,0 0 0,0 0 0,0 * 0,0,,,,,,,,,
,PG Taught 0 0 0 * 0,0 0 0,0 * 0,0 * 0,0,,,,,,,,,
,Statistics UG Degree 0 0 0 0 0,0 * 0,0 * 0,0 * 0,0,,,,,,,,,
,PG Taught 0 0 0 * 0,0 0 0,0 0 0,0 * 0,*,,,,,,,,,
Swaziland,Accounting UG Degree 0 0 0 * 0,0 * 0,0 0 0,0 0 0,0,,,,,,,,,
,European In.. PG Taught 0 0 0 0 0,0 * *,0 0 0,0 0 0,0,,,,,,,,,
,Gender Stud.. PG Taught 0 0 0 0 0,0 0 0,0 * 0,0 * 0,0,,,,,,,,,
,Geography .. PG Taught * 0 0 0 0,0 0 0,0 * *,0 * *,0,,,,,,,,,
,Government PG Taught * 0 0 0 0,0 0 0,0 0 0,0 0 0,0,,,,,,,,,
,International.. PG Taught * * * * *,0 * *,0 * *,0 * *,0,,,,,,,,,
,Management PG Taught * * 0 0 0,0 * 0,0 0 0,0 0 0,0,,,,,,,,,
,Mathematics PG Taught 0 0 0 0 0,0 0 0,0 0 0,0 * 0,0,,,,,,,,,
,Methodology PG Taught 0 0 0 * 0,0 0 0,0 0 0,0 0 0,0,,,,,,,,,
,School of Pu.. PG Taught * 0 0 0 0,0 0 0,0 0 0,0 0 0,0,,,,,,,,,
,Sociology PG Taught * 0 0 0 0,0 0 0,0 0 0,0 0 0,0,,,,,,,,,
,Statistics PG Taught 0 0 0 * 0,0 0 0,0 0 0,0 0 0,0,,,,,,,,,
Swedish,Accounting UG Degree 7 0 0 8 *,* * 0,0 * 0,0 5 0,0,,,,,,,,,
,PG Taught * * * 9 *,* * *,* * 0,0 * *,*,,,,,,,,,
,Anthropology UG Degree 6 * * * 0,0 * 0,0 * *,* 0 0,0,,,,,,,,,
,PG Taught 0 0 0 0 0,0 0 0,0 * *,0 * 0,0,,,,,,,,,
,Economic UG Degree 5 * * * 0,0 5 0,0 5 *,0 * 0,0,,,,,,,,,
,History PG Taught * 0 0 0 0,0 0 0,0 * *,* * *,*,,,,,,,,,
,Economics UG Degree 10 * 0 14 *,* 14 0,0 15 0,0 13 0,0,,,,,,,,,
,PG Taught 5 * 0 7 *,* 6 *,* 0 0,0 10 6,*,,,,,,,,,
,European In.. PG Taught 5 * * * *,0 12 5,* * *,* 5 *,*,,,,,,,,,
,Finance UG Degree * 0 0 5 *,* * 0,0 * *,* 6 0,0,,,,,,,,,
Swedish,Finance PG Taught 15 * 0 14 5,* 14 5,* 8 *,* 17 *,*,,,,,,,,,
,Gender Stud.. PG Taught 11 * * * *,* * *,* * *,* 0 0,0,,,,,,,,,
,Geography UG Degree 9 * * 8 0,0 5 0,0 * *,0 0 0,0,,,,,,,,,
,and Environ.. PG Taught 10 5 * 14 6,* 9 *,0 11 5,* 12 *,*,,,,,,,,,
,Government UG Degree 26 * * 22 *,* 21 *,0 23 0,0 11 *,*,,,,,,,,,
,PG Taught 9 * * 5 *,* 11 *,* 5 *,* 6 *,*,,,,,,,,,
,Health Policy PG Taught * * * * *,* 0 0,0 0 0,0 0 0,0,,,,,,,,,
,International.. PG Taught 11 * * 9 *,* * *,* * *,* 6 *,*,,,,,,,,,
,International UG Degree * * 0 7 *,* * 0,0 * *,0 * 0,0,,,,,,,,,
,History PG Taught * * * 0 0,0 0 0,0 0 0,0 * 0,0,,,,,,,,,
,International UG Degree 13 * * 14 *,* 8 *,* * *,* 6 *,0,,,,,,,,,
,Relations PG Taught 14 5 * 7 5,* 13 *,* * *,* 7 *,*,,,,,,,,,
,Language C.. UG Degree * 0 0 * *,0 0 0,0 0 0,0 * *,0,,,,,,,,,
,Law School UG Degree 20 * * 16 *,0 10 *,0 13 5,* 5 0,0,,,,,,,,,
,PG Taught 6 * * 5 *,* 7 5,* * *,* 6 *,*,,,,,,,,,
,Management UG Degree 8 0 0 * 0,0 13 0,0 5 *,0 8 0,0,,,,,,,,,
,PG Taught 8 * * 15 *,* 13 5,5 15 7,* 14 *,*,,,,,,,,,
,Mathematics UG Degree 9 * 0 6 0,0 * *,0 7 *,0 5 0,0,,,,,,,,,
,PG Taught * * * * *,0 * *,* * *,* * 0,0,,,,,,,,,
,Media and C.. PG Taught 5 * * 6 *,* 6 *,* 5 *,* 6 5,*,,,,,,,,,
,Methodology PG Taught 0 0 0 * *,0 * *,* 0 0,0 0 0,0,,,,,,,,,
